date,de fotografía,isPartial
2018-01-07,0,False
2018-01-14,93,False
2018-01-21,0,False
2018-01-28,46,False
2018-02-04,46,False
2018-02-11,0,False
2018-02-18,93,False
2018-02-25,46,False
2018-03-04,0,False
2018-03-11,46,False
2018-03-18,0,False
2018-03-25,0,False
2018-04-01,53,False
2018-04-08,0,False
2018-04-15,0,False
2018-04-22,46,False
2018-04-29,0,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,0,False
2018-05-27,0,False
2018-06-03,48,False
2018-06-10,45,False
2018-06-17,50,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,54,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,54,False
2018-08-19,0,False
2018-08-26,75,False
2018-09-02,47,False
2018-09-09,97,False
2018-09-16,47,False
2018-09-23,0,False
2018-09-30,46,False
2018-10-07,47,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,46,False
2018-11-18,44,False
2018-11-25,94,False
2018-12-02,0,False
2018-12-09,46,False
2018-12-16,0,False
2018-12-23,53,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,0,False
2019-01-27,42,False
2019-02-03,0,False
2019-02-10,89,False
2019-02-17,0,False
2019-02-24,0,False
2019-03-03,0,False
2019-03-10,0,False
2019-03-17,0,False
2019-03-24,0,False
2019-03-31,0,False
2019-04-07,45,False
2019-04-14,0,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,88,False
2019-05-12,0,False
2019-05-19,0,False
2019-05-26,0,False
2019-06-02,0,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,0,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,99,False
2019-08-04,0,False
2019-08-11,100,False
2019-08-18,47,False
2019-08-25,68,False
2019-09-01,0,False
2019-09-08,0,False
2019-09-15,41,False
2019-09-22,0,False
2019-09-29,41,False
2019-10-06,41,False
2019-10-13,40,False
2019-10-20,39,False
2019-10-27,39,False
2019-11-03,0,False
2019-11-10,37,False
2019-11-17,38,False
2019-11-24,0,False
2019-12-01,43,False
2019-12-08,38,False
2019-12-15,39,False
2019-12-22,0,False
2019-12-29,44,False
2020-01-05,40,False
2020-01-12,0,False
2020-01-19,36,False
2020-01-26,0,False
2020-02-02,0,False
2020-02-09,0,False
2020-02-16,37,False
2020-02-23,37,False
2020-03-01,52,False
2020-03-08,67,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,0,True
