date,de fotografía,isPartial
2018-01-07,20,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,60,False
2018-02-04,39,False
2018-02-11,41,False
2018-02-18,20,False
2018-02-25,20,False
2018-03-04,0,False
2018-03-11,40,False
2018-03-18,40,False
2018-03-25,37,False
2018-04-01,24,False
2018-04-08,0,False
2018-04-15,41,False
2018-04-22,39,False
2018-04-29,0,False
2018-05-06,20,False
2018-05-13,30,False
2018-05-20,0,False
2018-05-27,20,False
2018-06-03,20,False
2018-06-10,19,False
2018-06-17,21,False
2018-06-24,23,False
2018-07-01,66,False
2018-07-08,0,False
2018-07-15,23,False
2018-07-22,48,False
2018-07-29,53,False
2018-08-05,82,False
2018-08-12,29,False
2018-08-19,27,False
2018-08-26,25,False
2018-09-02,22,False
2018-09-09,31,False
2018-09-16,40,False
2018-09-23,50,False
2018-09-30,0,False
2018-10-07,21,False
2018-10-14,0,False
2018-10-21,20,False
2018-10-28,43,False
2018-11-04,19,False
2018-11-11,20,False
2018-11-18,29,False
2018-11-25,29,False
2018-12-02,0,False
2018-12-09,20,False
2018-12-16,20,False
2018-12-23,49,False
2018-12-30,23,False
2019-01-06,39,False
2019-01-13,19,False
2019-01-20,36,False
2019-01-27,37,False
2019-02-03,19,False
2019-02-10,39,False
2019-02-17,60,False
2019-02-24,20,False
2019-03-03,40,False
2019-03-10,20,False
2019-03-17,62,False
2019-03-24,30,False
2019-03-31,18,False
2019-04-07,39,False
2019-04-14,34,False
2019-04-21,45,False
2019-04-28,0,False
2019-05-05,0,False
2019-05-12,19,False
2019-05-19,0,False
2019-05-26,37,False
2019-06-02,18,False
2019-06-09,19,False
2019-06-16,100,False
2019-06-23,42,False
2019-06-30,31,False
2019-07-07,62,False
2019-07-14,22,False
2019-07-21,0,False
2019-07-28,24,False
2019-08-04,25,False
2019-08-11,27,False
2019-08-18,51,False
2019-08-25,22,False
2019-09-01,0,False
2019-09-08,19,False
2019-09-15,18,False
2019-09-22,26,False
2019-09-29,53,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,26,False
2019-10-27,43,False
2019-11-03,17,False
2019-11-10,17,False
2019-11-17,25,False
2019-11-24,17,False
2019-12-01,27,False
2019-12-08,26,False
2019-12-15,43,False
2019-12-22,40,False
2019-12-29,39,False
2020-01-05,34,False
2020-01-12,32,False
2020-01-19,0,False
2020-01-26,49,False
2020-02-02,48,False
2020-02-09,16,False
2020-02-16,0,False
2020-02-23,48,False
2020-03-01,15,False
2020-03-08,23,False
2020-03-15,38,False
2020-03-22,21,False
2020-03-29,33,False
2020-04-05,21,False
2020-04-12,22,True
