date,de fotografía,isPartial
2018-01-07,0,False
2018-01-14,37,False
2018-01-21,25,False
2018-01-28,26,False
2018-02-04,24,False
2018-02-11,25,False
2018-02-18,25,False
2018-02-25,25,False
2018-03-04,25,False
2018-03-11,24,False
2018-03-18,50,False
2018-03-25,0,False
2018-04-01,52,False
2018-04-08,0,False
2018-04-15,50,False
2018-04-22,26,False
2018-04-29,50,False
2018-05-06,49,False
2018-05-13,75,False
2018-05-20,25,False
2018-05-27,49,False
2018-06-03,0,False
2018-06-10,24,False
2018-06-17,27,False
2018-06-24,27,False
2018-07-01,27,False
2018-07-08,0,False
2018-07-15,57,False
2018-07-22,28,False
2018-07-29,86,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,42,False
2018-08-26,27,False
2018-09-02,38,False
2018-09-09,26,False
2018-09-16,51,False
2018-09-23,0,False
2018-09-30,0,False
2018-10-07,26,False
2018-10-14,37,False
2018-10-21,26,False
2018-10-28,25,False
2018-11-04,24,False
2018-11-11,25,False
2018-11-18,24,False
2018-11-25,0,False
2018-12-02,26,False
2018-12-09,25,False
2018-12-16,25,False
2018-12-23,28,False
2018-12-30,55,False
2019-01-06,24,False
2019-01-13,0,False
2019-01-20,22,False
2019-01-27,35,False
2019-02-03,61,False
2019-02-10,24,False
2019-02-17,24,False
2019-02-24,37,False
2019-03-03,0,False
2019-03-10,0,False
2019-03-17,25,False
2019-03-24,26,False
2019-03-31,50,False
2019-04-07,78,False
2019-04-14,27,False
2019-04-21,100,False
2019-04-28,25,False
2019-05-05,37,False
2019-05-12,37,False
2019-05-19,25,False
2019-05-26,49,False
2019-06-02,35,False
2019-06-09,23,False
2019-06-16,0,False
2019-06-23,27,False
2019-06-30,27,False
2019-07-07,0,False
2019-07-14,0,False
2019-07-21,56,False
2019-07-28,28,False
2019-08-04,28,False
2019-08-11,42,False
2019-08-18,26,False
2019-08-25,49,False
2019-09-01,72,False
2019-09-08,48,False
2019-09-15,71,False
2019-09-22,73,False
2019-09-29,0,False
2019-10-06,24,False
2019-10-13,0,False
2019-10-20,91,False
2019-10-27,23,False
2019-11-03,54,False
2019-11-10,22,False
2019-11-17,22,False
2019-11-24,32,False
2019-12-01,23,False
2019-12-08,23,False
2019-12-15,45,False
2019-12-22,48,False
2019-12-29,23,False
2020-01-05,67,False
2020-01-12,41,False
2020-01-19,40,False
2020-01-26,21,False
2020-02-02,0,False
2020-02-09,32,False
2020-02-16,42,False
2020-02-23,30,False
2020-03-01,20,False
2020-03-08,20,False
2020-03-15,0,False
2020-03-22,18,False
2020-03-29,26,False
2020-04-05,19,False
2020-04-12,36,True
