date,de fotografía,isPartial
2018-01-07,37,False
2018-01-14,87,False
2018-01-21,48,False
2018-01-28,46,False
2018-02-04,19,False
2018-02-11,39,False
2018-02-18,39,False
2018-02-25,54,False
2018-03-04,18,False
2018-03-11,9,False
2018-03-18,57,False
2018-03-25,31,False
2018-04-01,64,False
2018-04-08,36,False
2018-04-15,39,False
2018-04-22,19,False
2018-04-29,57,False
2018-05-06,28,False
2018-05-13,49,False
2018-05-20,29,False
2018-05-27,38,False
2018-06-03,38,False
2018-06-10,45,False
2018-06-17,30,False
2018-06-24,69,False
2018-07-01,10,False
2018-07-08,38,False
2018-07-15,30,False
2018-07-22,10,False
2018-07-29,75,False
2018-08-05,18,False
2018-08-12,9,False
2018-08-19,48,False
2018-08-26,28,False
2018-09-02,37,False
2018-09-09,36,False
2018-09-16,28,False
2018-09-23,46,False
2018-09-30,38,False
2018-10-07,66,False
2018-10-14,27,False
2018-10-21,0,False
2018-10-28,47,False
2018-11-04,36,False
2018-11-11,84,False
2018-11-18,17,False
2018-11-25,9,False
2018-12-02,51,False
2018-12-09,69,False
2018-12-16,59,False
2018-12-23,22,False
2018-12-30,32,False
2019-01-06,48,False
2019-01-13,36,False
2019-01-20,9,False
2019-01-27,18,False
2019-02-03,57,False
2019-02-10,84,False
2019-02-17,56,False
2019-02-24,69,False
2019-03-03,47,False
2019-03-10,39,False
2019-03-17,84,False
2019-03-24,56,False
2019-03-31,44,False
2019-04-07,9,False
2019-04-14,81,False
2019-04-21,36,False
2019-04-28,28,False
2019-05-05,0,False
2019-05-12,38,False
2019-05-19,47,False
2019-05-26,36,False
2019-06-02,0,False
2019-06-09,27,False
2019-06-16,19,False
2019-06-23,47,False
2019-06-30,28,False
2019-07-07,65,False
2019-07-14,47,False
2019-07-21,9,False
2019-07-28,38,False
2019-08-04,65,False
2019-08-11,54,False
2019-08-18,80,False
2019-08-25,43,False
2019-09-01,53,False
2019-09-08,68,False
2019-09-15,44,False
2019-09-22,17,False
2019-09-29,9,False
2019-10-06,44,False
2019-10-13,43,False
2019-10-20,34,False
2019-10-27,25,False
2019-11-03,100,False
2019-11-10,17,False
2019-11-17,56,False
2019-11-24,41,False
2019-12-01,77,False
2019-12-08,62,False
2019-12-15,57,False
2019-12-22,46,False
2019-12-29,46,False
2020-01-05,43,False
2020-01-12,23,False
2020-01-19,82,False
2020-01-26,65,False
2020-02-02,40,False
2020-02-09,73,False
2020-02-16,8,False
2020-02-23,40,False
2020-03-01,23,False
2020-03-08,60,False
2020-03-15,29,False
2020-03-22,61,False
2020-03-29,34,False
2020-04-05,95,False
2020-04-12,73,True
