date,de fotografía,isPartial
2018-01-07,30,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,0,False
2018-02-04,0,False
2018-02-11,0,False
2018-02-18,46,False
2018-02-25,28,False
2018-03-04,28,False
2018-03-11,28,False
2018-03-18,30,False
2018-03-25,33,False
2018-04-01,44,False
2018-04-08,0,False
2018-04-15,59,False
2018-04-22,0,False
2018-04-29,0,False
2018-05-06,31,False
2018-05-13,0,False
2018-05-20,60,False
2018-05-27,62,False
2018-06-03,0,False
2018-06-10,29,False
2018-06-17,32,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,32,False
2018-07-15,34,False
2018-07-22,34,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,31,False
2018-08-26,64,False
2018-09-02,32,False
2018-09-09,65,False
2018-09-16,31,False
2018-09-23,30,False
2018-09-30,46,False
2018-10-07,31,False
2018-10-14,30,False
2018-10-21,46,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,30,False
2018-12-02,31,False
2018-12-09,31,False
2018-12-16,30,False
2018-12-23,100,False
2018-12-30,66,False
2019-01-06,0,False
2019-01-13,58,False
2019-01-20,83,False
2019-01-27,42,False
2019-02-03,30,False
2019-02-10,29,False
2019-02-17,0,False
2019-02-24,60,False
2019-03-03,30,False
2019-03-10,0,False
2019-03-17,30,False
2019-03-24,0,False
2019-03-31,28,False
2019-04-07,0,False
2019-04-14,29,False
2019-04-21,28,False
2019-04-28,30,False
2019-05-05,0,False
2019-05-12,31,False
2019-05-19,31,False
2019-05-26,0,False
2019-06-02,58,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,32,False
2019-06-30,64,False
2019-07-07,95,False
2019-07-14,32,False
2019-07-21,0,False
2019-07-28,32,False
2019-08-04,63,False
2019-08-11,0,False
2019-08-18,30,False
2019-08-25,59,False
2019-09-01,30,False
2019-09-08,62,False
2019-09-15,0,False
2019-09-22,29,False
2019-09-29,0,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,0,False
2019-10-27,66,False
2019-11-03,52,False
2019-11-10,40,False
2019-11-17,0,False
2019-11-24,25,False
2019-12-01,27,False
2019-12-08,55,False
2019-12-15,0,False
2019-12-22,28,False
2019-12-29,0,False
2020-01-05,27,False
2020-01-12,24,False
2020-01-19,98,False
2020-01-26,0,False
2020-02-02,26,False
2020-02-09,26,False
2020-02-16,40,False
2020-02-23,26,False
2020-03-01,25,False
2020-03-08,24,False
2020-03-15,22,False
2020-03-22,21,False
2020-03-29,21,False
2020-04-05,44,False
2020-04-12,29,True
