date,bodas,isPartial
2018-01-07,42,False
2018-01-14,42,False
2018-01-21,29,False
2018-01-28,30,False
2018-02-04,25,False
2018-02-11,33,False
2018-02-18,57,False
2018-02-25,65,False
2018-03-04,47,False
2018-03-11,72,False
2018-03-18,54,False
2018-03-25,32,False
2018-04-01,49,False
2018-04-08,65,False
2018-04-15,70,False
2018-04-22,49,False
2018-04-29,73,False
2018-05-06,33,False
2018-05-13,38,False
2018-05-20,64,False
2018-05-27,90,False
2018-06-03,41,False
2018-06-10,59,False
2018-06-17,72,False
2018-06-24,33,False
2018-07-01,55,False
2018-07-08,31,False
2018-07-15,48,False
2018-07-22,47,False
2018-07-29,47,False
2018-08-05,88,False
2018-08-12,61,False
2018-08-19,35,False
2018-08-26,37,False
2018-09-02,31,False
2018-09-09,53,False
2018-09-16,50,False
2018-09-23,62,False
2018-09-30,17,False
2018-10-07,63,False
2018-10-14,41,False
2018-10-21,55,False
2018-10-28,48,False
2018-11-04,12,False
2018-11-11,34,False
2018-11-18,29,False
2018-11-25,33,False
2018-12-02,12,False
2018-12-09,21,False
2018-12-16,34,False
2018-12-23,9,False
2018-12-30,51,False
2019-01-06,29,False
2019-01-13,52,False
2019-01-20,38,False
2019-01-27,36,False
2019-02-03,42,False
2019-02-10,37,False
2019-02-17,42,False
2019-02-24,34,False
2019-03-03,42,False
2019-03-10,37,False
2019-03-17,33,False
2019-03-24,55,False
2019-03-31,58,False
2019-04-07,33,False
2019-04-14,46,False
2019-04-21,58,False
2019-04-28,52,False
2019-05-05,36,False
2019-05-12,56,False
2019-05-19,100,False
2019-05-26,50,False
2019-06-02,34,False
2019-06-09,47,False
2019-06-16,72,False
2019-06-23,63,False
2019-06-30,69,False
2019-07-07,44,False
2019-07-14,34,False
2019-07-21,55,False
2019-07-28,36,False
2019-08-04,49,False
2019-08-11,38,False
2019-08-18,29,False
2019-08-25,52,False
2019-09-01,57,False
2019-09-08,50,False
2019-09-15,63,False
2019-09-22,49,False
2019-09-29,52,False
2019-10-06,45,False
2019-10-13,40,False
2019-10-20,30,False
2019-10-27,42,False
2019-11-03,54,False
2019-11-10,36,False
2019-11-17,40,False
2019-11-24,35,False
2019-12-01,26,False
2019-12-08,22,False
2019-12-15,18,False
2019-12-22,39,False
2019-12-29,27,False
2020-01-05,18,False
2020-01-12,23,False
2020-01-19,28,False
2020-01-26,35,False
2020-02-02,45,False
2020-02-09,45,False
2020-02-16,35,False
2020-02-23,52,False
2020-03-01,40,False
2020-03-08,23,False
2020-03-15,19,False
2020-03-22,17,False
2020-03-29,26,False
2020-04-05,26,False
2020-04-12,16,True
