date,bodas,isPartial
2018-01-07,80,False
2018-01-14,43,False
2018-01-21,46,False
2018-01-28,72,False
2018-02-04,31,False
2018-02-11,65,False
2018-02-18,50,False
2018-02-25,73,False
2018-03-04,75,False
2018-03-11,100,False
2018-03-18,64,False
2018-03-25,45,False
2018-04-01,51,False
2018-04-08,38,False
2018-04-15,29,False
2018-04-22,66,False
2018-04-29,70,False
2018-05-06,22,False
2018-05-13,64,False
2018-05-20,61,False
2018-05-27,42,False
2018-06-03,74,False
2018-06-10,36,False
2018-06-17,66,False
2018-06-24,47,False
2018-07-01,52,False
2018-07-08,38,False
2018-07-15,58,False
2018-07-22,22,False
2018-07-29,28,False
2018-08-05,50,False
2018-08-12,44,False
2018-08-19,48,False
2018-08-26,29,False
2018-09-02,67,False
2018-09-09,38,False
2018-09-16,50,False
2018-09-23,47,False
2018-09-30,45,False
2018-10-07,39,False
2018-10-14,39,False
2018-10-21,31,False
2018-10-28,17,False
2018-11-04,40,False
2018-11-11,54,False
2018-11-18,31,False
2018-11-25,41,False
2018-12-02,74,False
2018-12-09,62,False
2018-12-16,30,False
2018-12-23,58,False
2018-12-30,27,False
2019-01-06,51,False
2019-01-13,46,False
2019-01-20,52,False
2019-01-27,48,False
2019-02-03,27,False
2019-02-10,59,False
2019-02-17,59,False
2019-02-24,56,False
2019-03-03,69,False
2019-03-10,66,False
2019-03-17,78,False
2019-03-24,43,False
2019-03-31,49,False
2019-04-07,72,False
2019-04-14,49,False
2019-04-21,80,False
2019-04-28,37,False
2019-05-05,37,False
2019-05-12,36,False
2019-05-19,37,False
2019-05-26,43,False
2019-06-02,33,False
2019-06-09,41,False
2019-06-16,56,False
2019-06-23,69,False
2019-06-30,42,False
2019-07-07,25,False
2019-07-14,31,False
2019-07-21,31,False
2019-07-28,37,False
2019-08-04,18,False
2019-08-11,41,False
2019-08-18,38,False
2019-08-25,64,False
2019-09-01,29,False
2019-09-08,48,False
2019-09-15,46,False
2019-09-22,37,False
2019-09-29,60,False
2019-10-06,57,False
2019-10-13,76,False
2019-10-20,57,False
2019-10-27,59,False
2019-11-03,52,False
2019-11-10,56,False
2019-11-17,31,False
2019-11-24,31,False
2019-12-01,36,False
2019-12-08,25,False
2019-12-15,29,False
2019-12-22,19,False
2019-12-29,41,False
2020-01-05,36,False
2020-01-12,62,False
2020-01-19,52,False
2020-01-26,53,False
2020-02-02,65,False
2020-02-09,48,False
2020-02-16,52,False
2020-02-23,44,False
2020-03-01,56,False
2020-03-08,23,False
2020-03-15,19,False
2020-03-22,21,False
2020-03-29,27,False
2020-04-05,23,False
2020-04-12,28,True
