date,bodas,isPartial
2018-01-07,31,False
2018-01-14,23,False
2018-01-21,23,False
2018-01-28,38,False
2018-02-04,38,False
2018-02-11,78,False
2018-02-18,31,False
2018-02-25,31,False
2018-03-04,23,False
2018-03-11,30,False
2018-03-18,39,False
2018-03-25,43,False
2018-04-01,26,False
2018-04-08,37,False
2018-04-15,62,False
2018-04-22,38,False
2018-04-29,100,False
2018-05-06,15,False
2018-05-13,31,False
2018-05-20,38,False
2018-05-27,38,False
2018-06-03,31,False
2018-06-10,53,False
2018-06-17,42,False
2018-06-24,26,False
2018-07-01,34,False
2018-07-08,28,False
2018-07-15,27,False
2018-07-22,71,False
2018-07-29,80,False
2018-08-05,76,False
2018-08-12,27,False
2018-08-19,61,False
2018-08-26,66,False
2018-09-02,23,False
2018-09-09,47,False
2018-09-16,70,False
2018-09-23,23,False
2018-09-30,76,False
2018-10-07,31,False
2018-10-14,23,False
2018-10-21,8,False
2018-10-28,46,False
2018-11-04,7,False
2018-11-11,30,False
2018-11-18,29,False
2018-11-25,23,False
2018-12-02,0,False
2018-12-09,8,False
2018-12-16,15,False
2018-12-23,45,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,36,False
2019-01-20,27,False
2019-01-27,28,False
2019-02-03,50,False
2019-02-10,30,False
2019-02-17,23,False
2019-02-24,38,False
2019-03-03,23,False
2019-03-10,23,False
2019-03-17,23,False
2019-03-24,30,False
2019-03-31,14,False
2019-04-07,59,False
2019-04-14,16,False
2019-04-21,24,False
2019-04-28,28,False
2019-05-05,36,False
2019-05-12,80,False
2019-05-19,28,False
2019-05-26,56,False
2019-06-02,42,False
2019-06-09,50,False
2019-06-16,45,False
2019-06-23,16,False
2019-06-30,8,False
2019-07-07,34,False
2019-07-14,67,False
2019-07-21,33,False
2019-07-28,33,False
2019-08-04,58,False
2019-08-11,25,False
2019-08-18,39,False
2019-08-25,60,False
2019-09-01,43,False
2019-09-08,43,False
2019-09-15,34,False
2019-09-22,48,False
2019-09-29,54,False
2019-10-06,47,False
2019-10-13,39,False
2019-10-20,46,False
2019-10-27,26,False
2019-11-03,43,False
2019-11-10,12,False
2019-11-17,6,False
2019-11-24,0,False
2019-12-01,7,False
2019-12-08,0,False
2019-12-15,26,False
2019-12-22,14,False
2019-12-29,29,False
2020-01-05,20,False
2020-01-12,29,False
2020-01-19,24,False
2020-01-26,43,False
2020-02-02,61,False
2020-02-09,30,False
2020-02-16,0,False
2020-02-23,24,False
2020-03-01,34,False
2020-03-08,27,False
2020-03-15,16,False
2020-03-22,24,False
2020-03-29,19,False
2020-04-05,30,False
2020-04-12,0,True
