date,fotografa,isPartial
2018-01-07,25,False
2018-01-14,25,False
2018-01-21,24,False
2018-01-28,49,False
2018-02-04,36,False
2018-02-11,25,False
2018-02-18,25,False
2018-02-25,0,False
2018-03-04,51,False
2018-03-11,39,False
2018-03-18,26,False
2018-03-25,28,False
2018-04-01,29,False
2018-04-08,52,False
2018-04-15,0,False
2018-04-22,83,False
2018-04-29,27,False
2018-05-06,0,False
2018-05-13,53,False
2018-05-20,0,False
2018-05-27,27,False
2018-06-03,27,False
2018-06-10,25,False
2018-06-17,25,False
2018-06-24,64,False
2018-07-01,53,False
2018-07-08,0,False
2018-07-15,54,False
2018-07-22,51,False
2018-07-29,25,False
2018-08-05,49,False
2018-08-12,62,False
2018-08-19,23,False
2018-08-26,49,False
2018-09-02,37,False
2018-09-09,39,False
2018-09-16,36,False
2018-09-23,25,False
2018-09-30,25,False
2018-10-07,39,False
2018-10-14,26,False
2018-10-21,26,False
2018-10-28,38,False
2018-11-04,26,False
2018-11-11,27,False
2018-11-18,0,False
2018-11-25,39,False
2018-12-02,28,False
2018-12-09,0,False
2018-12-16,57,False
2018-12-23,30,False
2018-12-30,53,False
2019-01-06,63,False
2019-01-13,50,False
2019-01-20,72,False
2019-01-27,25,False
2019-02-03,48,False
2019-02-10,24,False
2019-02-17,50,False
2019-02-24,25,False
2019-03-03,0,False
2019-03-10,25,False
2019-03-17,0,False
2019-03-24,51,False
2019-03-31,37,False
2019-04-07,26,False
2019-04-14,26,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,100,False
2019-05-12,36,False
2019-05-19,25,False
2019-05-26,35,False
2019-06-02,50,False
2019-06-09,0,False
2019-06-16,53,False
2019-06-23,26,False
2019-06-30,79,False
2019-07-07,0,False
2019-07-14,76,False
2019-07-21,52,False
2019-07-28,38,False
2019-08-04,25,False
2019-08-11,26,False
2019-08-18,0,False
2019-08-25,23,False
2019-09-01,45,False
2019-09-08,48,False
2019-09-15,24,False
2019-09-22,36,False
2019-09-29,24,False
2019-10-06,24,False
2019-10-13,0,False
2019-10-20,94,False
2019-10-27,73,False
2019-11-03,24,False
2019-11-10,24,False
2019-11-17,25,False
2019-11-24,36,False
2019-12-01,75,False
2019-12-08,25,False
2019-12-15,26,False
2019-12-22,54,False
2019-12-29,26,False
2020-01-05,0,False
2020-01-12,35,False
2020-01-19,59,False
2020-01-26,0,False
2020-02-02,0,False
2020-02-09,24,False
2020-02-16,36,False
2020-02-23,46,False
2020-03-01,22,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,37,False
2020-03-29,29,False
2020-04-05,40,False
2020-04-12,41,False
2020-04-19,19,False
2020-04-26,68,True
