date,fotografa,isPartial
2018-01-07,34,False
2018-01-14,27,False
2018-01-21,39,False
2018-01-28,26,False
2018-02-04,26,False
2018-02-11,19,False
2018-02-18,24,False
2018-02-25,35,False
2018-03-04,36,False
2018-03-11,42,False
2018-03-18,36,False
2018-03-25,19,False
2018-04-01,47,False
2018-04-08,96,False
2018-04-15,31,False
2018-04-22,20,False
2018-04-29,43,False
2018-05-06,12,False
2018-05-13,18,False
2018-05-20,18,False
2018-05-27,19,False
2018-06-03,100,False
2018-06-10,12,False
2018-06-17,29,False
2018-06-24,44,False
2018-07-01,37,False
2018-07-08,25,False
2018-07-15,19,False
2018-07-22,38,False
2018-07-29,32,False
2018-08-05,34,False
2018-08-12,16,False
2018-08-19,0,False
2018-08-26,43,False
2018-09-02,37,False
2018-09-09,30,False
2018-09-16,29,False
2018-09-23,35,False
2018-09-30,30,False
2018-10-07,30,False
2018-10-14,24,False
2018-10-21,18,False
2018-10-28,29,False
2018-11-04,28,False
2018-11-11,29,False
2018-11-18,29,False
2018-11-25,42,False
2018-12-02,22,False
2018-12-09,25,False
2018-12-16,32,False
2018-12-23,32,False
2018-12-30,55,False
2019-01-06,40,False
2019-01-13,46,False
2019-01-20,25,False
2019-01-27,11,False
2019-02-03,39,False
2019-02-10,46,False
2019-02-17,20,False
2019-02-24,82,False
2019-03-03,41,False
2019-03-10,27,False
2019-03-17,35,False
2019-03-24,34,False
2019-03-31,39,False
2019-04-07,37,False
2019-04-14,39,False
2019-04-21,23,False
2019-04-28,13,False
2019-05-05,24,False
2019-05-12,32,False
2019-05-19,25,False
2019-05-26,50,False
2019-06-02,52,False
2019-06-09,52,False
2019-06-16,41,False
2019-06-23,0,False
2019-06-30,28,False
2019-07-07,26,False
2019-07-14,28,False
2019-07-21,14,False
2019-07-28,23,False
2019-08-04,0,False
2019-08-11,35,False
2019-08-18,66,False
2019-08-25,58,False
2019-09-01,19,False
2019-09-08,52,False
2019-09-15,25,False
2019-09-22,13,False
2019-09-29,13,False
2019-10-06,39,False
2019-10-13,45,False
2019-10-20,31,False
2019-10-27,76,False
2019-11-03,24,False
2019-11-10,18,False
2019-11-17,12,False
2019-11-24,43,False
2019-12-01,39,False
2019-12-08,19,False
2019-12-15,26,False
2019-12-22,16,False
2019-12-29,52,False
2020-01-05,64,False
2020-01-12,30,False
2020-01-19,43,False
2020-01-26,47,False
2020-02-02,59,False
2020-02-09,30,False
2020-02-16,36,False
2020-02-23,23,False
2020-03-01,12,False
2020-03-08,11,False
2020-03-15,23,False
2020-03-22,21,False
2020-03-29,33,False
2020-04-05,17,False
2020-04-12,23,False
2020-04-19,38,False
2020-04-26,29,True
