date,fotografa,isPartial
2018-01-07,41,False
2018-01-14,40,False
2018-01-21,50,False
2018-01-28,20,False
2018-02-04,0,False
2018-02-11,20,False
2018-02-18,19,False
2018-02-25,28,False
2018-03-04,20,False
2018-03-11,97,False
2018-03-18,40,False
2018-03-25,21,False
2018-04-01,44,False
2018-04-08,41,False
2018-04-15,20,False
2018-04-22,21,False
2018-04-29,40,False
2018-05-06,20,False
2018-05-13,41,False
2018-05-20,20,False
2018-05-27,30,False
2018-06-03,30,False
2018-06-10,39,False
2018-06-17,40,False
2018-06-24,31,False
2018-07-01,20,False
2018-07-08,20,False
2018-07-15,41,False
2018-07-22,41,False
2018-07-29,64,False
2018-08-05,23,False
2018-08-12,36,False
2018-08-19,56,False
2018-08-26,30,False
2018-09-02,20,False
2018-09-09,20,False
2018-09-16,39,False
2018-09-23,20,False
2018-09-30,40,False
2018-10-07,20,False
2018-10-14,20,False
2018-10-21,20,False
2018-10-28,30,False
2018-11-04,28,False
2018-11-11,100,False
2018-11-18,19,False
2018-11-25,59,False
2018-12-02,61,False
2018-12-09,81,False
2018-12-16,21,False
2018-12-23,77,False
2018-12-30,24,False
2019-01-06,21,False
2019-01-13,39,False
2019-01-20,20,False
2019-01-27,29,False
2019-02-03,29,False
2019-02-10,0,False
2019-02-17,50,False
2019-02-24,40,False
2019-03-03,41,False
2019-03-10,41,False
2019-03-17,60,False
2019-03-24,30,False
2019-03-31,40,False
2019-04-07,40,False
2019-04-14,42,False
2019-04-21,46,False
2019-04-28,31,False
2019-05-05,0,False
2019-05-12,28,False
2019-05-19,57,False
2019-05-26,46,False
2019-06-02,20,False
2019-06-09,20,False
2019-06-16,61,False
2019-06-23,21,False
2019-06-30,41,False
2019-07-07,28,False
2019-07-14,19,False
2019-07-21,20,False
2019-07-28,20,False
2019-08-04,22,False
2019-08-11,23,False
2019-08-18,51,False
2019-08-25,46,False
2019-09-01,35,False
2019-09-08,36,False
2019-09-15,36,False
2019-09-22,27,False
2019-09-29,36,False
2019-10-06,28,False
2019-10-13,38,False
2019-10-20,18,False
2019-10-27,28,False
2019-11-03,62,False
2019-11-10,18,False
2019-11-17,35,False
2019-11-24,52,False
2019-12-01,18,False
2019-12-08,28,False
2019-12-15,38,False
2019-12-22,22,False
2019-12-29,0,False
2020-01-05,27,False
2020-01-12,42,False
2020-01-19,34,False
2020-01-26,33,False
2020-02-02,25,False
2020-02-09,26,False
2020-02-16,59,False
2020-02-23,23,False
2020-03-01,79,False
2020-03-08,15,False
2020-03-15,16,False
2020-03-22,29,False
2020-03-29,0,False
2020-04-05,31,False
2020-04-12,16,False
2020-04-19,15,False
2020-04-26,0,True
