date,fotografa,isPartial
2018-01-07,68,False
2018-01-14,30,False
2018-01-21,39,False
2018-01-28,38,False
2018-02-04,29,False
2018-02-11,39,False
2018-02-18,20,False
2018-02-25,59,False
2018-03-04,20,False
2018-03-11,100,False
2018-03-18,62,False
2018-03-25,32,False
2018-04-01,55,False
2018-04-08,32,False
2018-04-15,0,False
2018-04-22,22,False
2018-04-29,54,False
2018-05-06,41,False
2018-05-13,52,False
2018-05-20,21,False
2018-05-27,21,False
2018-06-03,42,False
2018-06-10,41,False
2018-06-17,42,False
2018-06-24,42,False
2018-07-01,20,False
2018-07-08,41,False
2018-07-15,31,False
2018-07-22,53,False
2018-07-29,42,False
2018-08-05,22,False
2018-08-12,47,False
2018-08-19,32,False
2018-08-26,100,False
2018-09-02,40,False
2018-09-09,21,False
2018-09-16,31,False
2018-09-23,21,False
2018-09-30,41,False
2018-10-07,43,False
2018-10-14,43,False
2018-10-21,21,False
2018-10-28,40,False
2018-11-04,20,False
2018-11-11,32,False
2018-11-18,20,False
2018-11-25,73,False
2018-12-02,44,False
2018-12-09,0,False
2018-12-16,56,False
2018-12-23,25,False
2018-12-30,22,False
2019-01-06,20,False
2019-01-13,30,False
2019-01-20,0,False
2019-01-27,38,False
2019-02-03,38,False
2019-02-10,58,False
2019-02-17,39,False
2019-02-24,20,False
2019-03-03,40,False
2019-03-10,20,False
2019-03-17,61,False
2019-03-24,41,False
2019-03-31,20,False
2019-04-07,30,False
2019-04-14,20,False
2019-04-21,62,False
2019-04-28,39,False
2019-05-05,19,False
2019-05-12,38,False
2019-05-19,75,False
2019-05-26,36,False
2019-06-02,20,False
2019-06-09,20,False
2019-06-16,40,False
2019-06-23,40,False
2019-06-30,40,False
2019-07-07,40,False
2019-07-14,32,False
2019-07-21,42,False
2019-07-28,31,False
2019-08-04,21,False
2019-08-11,24,False
2019-08-18,42,False
2019-08-25,0,False
2019-09-01,55,False
2019-09-08,49,False
2019-09-15,20,False
2019-09-22,39,False
2019-09-29,38,False
2019-10-06,47,False
2019-10-13,57,False
2019-10-20,19,False
2019-10-27,37,False
2019-11-03,72,False
2019-11-10,18,False
2019-11-17,18,False
2019-11-24,45,False
2019-12-01,28,False
2019-12-08,29,False
2019-12-15,19,False
2019-12-22,44,False
2019-12-29,52,False
2020-01-05,46,False
2020-01-12,17,False
2020-01-19,62,False
2020-01-26,52,False
2020-02-02,34,False
2020-02-09,44,False
2020-02-16,26,False
2020-02-23,51,False
2020-03-01,41,False
2020-03-08,48,False
2020-03-15,32,False
2020-03-22,30,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,16,False
2020-04-19,15,False
2020-04-26,27,True
