date,Gartencenter,isPartial
2018-01-07,14,False
2018-01-14,28,False
2018-01-21,14,False
2018-01-28,15,False
2018-02-04,15,False
2018-02-11,29,False
2018-02-18,0,False
2018-02-25,15,False
2018-03-04,14,False
2018-03-11,14,False
2018-03-18,43,False
2018-03-25,31,False
2018-04-01,32,False
2018-04-08,36,False
2018-04-15,71,False
2018-04-22,28,False
2018-04-29,60,False
2018-05-06,23,False
2018-05-13,15,False
2018-05-20,69,False
2018-05-27,61,False
2018-06-03,29,False
2018-06-10,21,False
2018-06-17,14,False
2018-06-24,14,False
2018-07-01,31,False
2018-07-08,24,False
2018-07-15,33,False
2018-07-22,17,False
2018-07-29,17,False
2018-08-05,17,False
2018-08-12,17,False
2018-08-19,16,False
2018-08-26,16,False
2018-09-02,0,False
2018-09-09,30,False
2018-09-16,30,False
2018-09-23,15,False
2018-09-30,21,False
2018-10-07,14,False
2018-10-14,14,False
2018-10-21,14,False
2018-10-28,44,False
2018-11-04,14,False
2018-11-11,40,False
2018-11-18,26,False
2018-11-25,13,False
2018-12-02,13,False
2018-12-09,0,False
2018-12-16,14,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,14,False
2019-01-13,0,False
2019-01-20,14,False
2019-01-27,0,False
2019-02-03,30,False
2019-02-10,21,False
2019-02-17,21,False
2019-02-24,14,False
2019-03-03,28,False
2019-03-10,14,False
2019-03-17,58,False
2019-03-24,36,False
2019-03-31,22,False
2019-04-07,35,False
2019-04-14,47,False
2019-04-21,0,False
2019-04-28,29,False
2019-05-05,14,False
2019-05-12,28,False
2019-05-19,21,False
2019-05-26,22,False
2019-06-02,0,False
2019-06-09,31,False
2019-06-16,37,False
2019-06-23,22,False
2019-06-30,23,False
2019-07-07,31,False
2019-07-14,16,False
2019-07-21,67,False
2019-07-28,33,False
2019-08-04,34,False
2019-08-11,52,False
2019-08-18,16,False
2019-08-25,46,False
2019-09-01,0,False
2019-09-08,15,False
2019-09-15,42,False
2019-09-22,20,False
2019-09-29,20,False
2019-10-06,13,False
2019-10-13,26,False
2019-10-20,33,False
2019-10-27,34,False
2019-11-03,13,False
2019-11-10,0,False
2019-11-17,25,False
2019-11-24,13,False
2019-12-01,32,False
2019-12-08,13,False
2019-12-15,20,False
2019-12-22,17,False
2019-12-29,50,False
2020-01-05,0,False
2020-01-12,13,False
2020-01-19,19,False
2020-01-26,13,False
2020-02-02,20,False
2020-02-09,13,False
2020-02-16,13,False
2020-02-23,35,False
2020-03-01,36,False
2020-03-08,17,False
2020-03-15,37,False
2020-03-22,39,False
2020-03-29,39,False
2020-04-05,72,False
2020-04-12,48,False
2020-04-19,100,False
2020-04-26,81,False
2020-05-03,85,False
2020-05-10,38,False
2020-05-17,82,False
2020-05-24,32,False
2020-05-31,45,False
2020-06-07,45,False
2020-06-14,37,False
2020-06-21,19,False
2020-06-28,32,False
2020-07-05,46,False
