date,Abbruch,isPartial
2018-01-07,48,False
2018-01-14,31,False
2018-01-21,31,False
2018-01-28,31,False
2018-02-04,0,False
2018-02-11,100,False
2018-02-18,32,False
2018-02-25,32,False
2018-03-04,32,False
2018-03-11,32,False
2018-03-18,33,False
2018-03-25,34,False
2018-04-01,34,False
2018-04-08,0,False
2018-04-15,0,False
2018-04-22,66,False
2018-04-29,34,False
2018-05-06,52,False
2018-05-13,33,False
2018-05-20,66,False
2018-05-27,33,False
2018-06-03,32,False
2018-06-10,78,False
2018-06-17,0,False
2018-06-24,68,False
2018-07-01,33,False
2018-07-08,33,False
2018-07-15,69,False
2018-07-22,51,False
2018-07-29,32,False
2018-08-05,32,False
2018-08-12,33,False
2018-08-19,0,False
2018-08-26,33,False
2018-09-02,33,False
2018-09-09,33,False
2018-09-16,33,False
2018-09-23,34,False
2018-09-30,70,False
2018-10-07,69,False
2018-10-14,33,False
2018-10-21,33,False
2018-10-28,32,False
2018-11-04,31,False
2018-11-11,32,False
2018-11-18,31,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,32,False
2018-12-16,32,False
2018-12-23,0,False
2018-12-30,32,False
2019-01-06,30,False
2019-01-13,0,False
2019-01-20,0,False
2019-01-27,59,False
2019-02-03,45,False
2019-02-10,63,False
2019-02-17,31,False
2019-02-24,33,False
2019-03-03,0,False
2019-03-10,30,False
2019-03-17,0,False
2019-03-24,95,False
2019-03-31,0,False
2019-04-07,31,False
2019-04-14,32,False
2019-04-21,32,False
2019-04-28,62,False
2019-05-05,0,False
2019-05-12,32,False
2019-05-19,77,False
2019-05-26,31,False
2019-06-02,31,False
2019-06-09,0,False
2019-06-16,96,False
2019-06-23,64,False
2019-06-30,64,False
2019-07-07,32,False
2019-07-14,32,False
2019-07-21,34,False
2019-07-28,0,False
2019-08-04,32,False
2019-08-11,45,False
2019-08-18,0,False
2019-08-25,30,False
2019-09-01,45,False
2019-09-08,46,False
2019-09-15,31,False
2019-09-22,30,False
2019-09-29,30,False
2019-10-06,30,False
2019-10-13,30,False
2019-10-20,29,False
2019-10-27,0,False
2019-11-03,28,False
2019-11-10,57,False
2019-11-17,28,False
2019-11-24,0,False
2019-12-01,43,False
2019-12-08,42,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,27,False
2020-01-12,26,False
2020-01-19,40,False
2020-01-26,26,False
2020-02-02,26,False
2020-02-09,26,False
2020-02-16,56,False
2020-02-23,39,False
2020-03-01,51,False
2020-03-08,48,False
2020-03-15,24,False
2020-03-22,23,False
2020-03-29,39,False
2020-04-05,25,False
2020-04-12,24,False
2020-04-19,0,False
2020-04-26,22,False
2020-05-03,31,False
2020-05-10,40,False
