date,Abbruch,isPartial
2018-01-07,25,False
2018-01-14,27,False
2018-01-21,27,False
2018-01-28,27,False
2018-02-04,56,False
2018-02-11,28,False
2018-02-18,0,False
2018-02-25,0,False
2018-03-04,0,False
2018-03-11,27,False
2018-03-18,28,False
2018-03-25,0,False
2018-04-01,27,False
2018-04-08,28,False
2018-04-15,30,False
2018-04-22,28,False
2018-04-29,29,False
2018-05-06,29,False
2018-05-13,57,False
2018-05-20,29,False
2018-05-27,55,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,78,False
2018-06-24,53,False
2018-07-01,50,False
2018-07-08,45,False
2018-07-15,23,False
2018-07-22,31,False
2018-07-29,41,False
2018-08-05,0,False
2018-08-12,20,False
2018-08-19,0,False
2018-08-26,27,False
2018-09-02,27,False
2018-09-09,0,False
2018-09-16,54,False
2018-09-23,82,False
2018-09-30,40,False
2018-10-07,29,False
2018-10-14,27,False
2018-10-21,26,False
2018-10-28,0,False
2018-11-04,52,False
2018-11-11,27,False
2018-11-18,25,False
2018-11-25,27,False
2018-12-02,0,False
2018-12-09,27,False
2018-12-16,26,False
2018-12-23,27,False
2018-12-30,24,False
2019-01-06,0,False
2019-01-13,25,False
2019-01-20,0,False
2019-01-27,76,False
2019-02-03,26,False
2019-02-10,40,False
2019-02-17,26,False
2019-02-24,26,False
2019-03-03,37,False
2019-03-10,0,False
2019-03-17,26,False
2019-03-24,26,False
2019-03-31,27,False
2019-04-07,0,False
2019-04-14,54,False
2019-04-21,25,False
2019-04-28,49,False
2019-05-05,100,False
2019-05-12,25,False
2019-05-19,25,False
2019-05-26,0,False
2019-06-02,25,False
2019-06-09,0,False
2019-06-16,25,False
2019-06-23,25,False
2019-06-30,24,False
2019-07-07,71,False
2019-07-14,46,False
2019-07-21,24,False
2019-07-28,68,False
2019-08-04,0,False
2019-08-11,22,False
2019-08-18,36,False
2019-08-25,23,False
2019-09-01,23,False
2019-09-08,0,False
2019-09-15,24,False
2019-09-22,24,False
2019-09-29,23,False
2019-10-06,72,False
2019-10-13,0,False
2019-10-20,45,False
2019-10-27,0,False
2019-11-03,43,False
2019-11-10,22,False
2019-11-17,44,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,23,False
2019-12-15,0,False
2019-12-22,25,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,21,False
2020-01-19,21,False
2020-01-26,0,False
2020-02-02,53,False
2020-02-09,22,False
2020-02-16,22,False
2020-02-23,43,False
2020-03-01,21,False
2020-03-08,20,False
2020-03-15,30,False
2020-03-22,20,False
2020-03-29,37,False
2020-04-05,21,False
2020-04-12,0,False
2020-04-19,40,False
2020-04-26,20,False
2020-05-03,20,False
2020-05-10,49,False
