date,Abbruch,isPartial
2018-01-07,0,False
2018-01-14,72,False
2018-01-21,43,False
2018-01-28,43,False
2018-02-04,44,False
2018-02-11,88,False
2018-02-18,44,False
2018-02-25,87,False
2018-03-04,0,False
2018-03-11,43,False
2018-03-18,45,False
2018-03-25,48,False
2018-04-01,45,False
2018-04-08,65,False
2018-04-15,44,False
2018-04-22,0,False
2018-04-29,0,False
2018-05-06,95,False
2018-05-13,44,False
2018-05-20,47,False
2018-05-27,0,False
2018-06-03,74,False
2018-06-10,43,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,47,False
2018-07-08,48,False
2018-07-15,51,False
2018-07-22,49,False
2018-07-29,47,False
2018-08-05,44,False
2018-08-12,87,False
2018-08-19,44,False
2018-08-26,0,False
2018-09-02,45,False
2018-09-09,89,False
2018-09-16,74,False
2018-09-23,45,False
2018-09-30,47,False
2018-10-07,46,False
2018-10-14,43,False
2018-10-21,43,False
2018-10-28,43,False
2018-11-04,42,False
2018-11-11,42,False
2018-11-18,41,False
2018-11-25,64,False
2018-12-02,0,False
2018-12-09,44,False
2018-12-16,45,False
2018-12-23,55,False
2018-12-30,0,False
2019-01-06,56,False
2019-01-13,84,False
2019-01-20,42,False
2019-01-27,0,False
2019-02-03,42,False
2019-02-10,0,False
2019-02-17,0,False
2019-02-24,44,False
2019-03-03,42,False
2019-03-10,63,False
2019-03-17,43,False
2019-03-24,0,False
2019-03-31,87,False
2019-04-07,46,False
2019-04-14,51,False
2019-04-21,47,False
2019-04-28,43,False
2019-05-05,0,False
2019-05-12,0,False
2019-05-19,43,False
2019-05-26,0,False
2019-06-02,87,False
2019-06-09,44,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,42,False
2019-07-07,67,False
2019-07-14,0,False
2019-07-21,51,False
2019-07-28,97,False
2019-08-04,47,False
2019-08-11,43,False
2019-08-18,44,False
2019-08-25,44,False
2019-09-01,39,False
2019-09-08,42,False
2019-09-15,43,False
2019-09-22,63,False
2019-09-29,0,False
2019-10-06,0,False
2019-10-13,41,False
2019-10-20,41,False
2019-10-27,81,False
2019-11-03,39,False
2019-11-10,78,False
2019-11-17,0,False
2019-11-24,58,False
2019-12-01,60,False
2019-12-08,41,False
2019-12-15,41,False
2019-12-22,100,False
2019-12-29,45,False
2020-01-05,38,False
2020-01-12,0,False
2020-01-19,0,False
2020-01-26,38,False
2020-02-02,0,False
2020-02-09,58,False
2020-02-16,39,False
2020-02-23,39,False
2020-03-01,39,False
2020-03-08,98,False
2020-03-15,53,False
2020-03-22,36,False
2020-03-29,35,False
2020-04-05,0,False
2020-04-12,75,False
2020-04-19,55,False
2020-04-26,36,False
2020-05-03,0,False
2020-05-10,67,False
